,Year,Area,Turn_num,Candidate_num,Position,Votes_num
0,2018,AC,1,12,PRESIDENTE,21809
1,2018,AC,1,13,PRESIDENTE,78170
2,2018,AC,1,15,PRESIDENTE,6458
3,2018,AC,1,16,PRESIDENTE,80
4,2018,AC,1,17,PRESIDENTE,262508
5,2018,AC,1,18,PRESIDENTE,10557
6,2018,AC,1,19,PRESIDENTE,1531
7,2018,AC,1,27,PRESIDENTE,241
8,2018,AC,1,30,PRESIDENTE,1990
9,2018,AC,1,45,PRESIDENTE,33115
10,2018,AC,1,50,PRESIDENTE,1642
11,2018,AC,1,51,PRESIDENTE,3564
12,2018,AC,1,54,PRESIDENTE,113
13,2018,AC,1,95,PRESIDENTE,5499
14,2018,AC,1,96,PRESIDENTE,16357
15,2018,AC,2,13,PRESIDENTE,86977
16,2018,AC,2,17,PRESIDENTE,294899
17,2018,AC,2,95,PRESIDENTE,6594
18,2018,AC,2,96,PRESIDENTE,10659
19,2018,AL,1,12,PRESIDENTE,155457
20,2018,AL,1,13,PRESIDENTE,687247
21,2018,AL,1,15,PRESIDENTE,43895
22,2018,AL,1,16,PRESIDENTE,744
23,2018,AL,1,17,PRESIDENTE,528355
24,2018,AL,1,18,PRESIDENTE,15843
25,2018,AL,1,19,PRESIDENTE,5128
26,2018,AL,1,27,PRESIDENTE,410
27,2018,AL,1,30,PRESIDENTE,11697
28,2018,AL,1,45,PRESIDENTE,58580
29,2018,AL,1,50,PRESIDENTE,8863
30,2018,AL,1,51,PRESIDENTE,19106
31,2018,AL,1,54,PRESIDENTE,421
32,2018,AL,1,95,PRESIDENTE,46692
33,2018,AL,1,96,PRESIDENTE,111065
34,2018,AL,2,13,PRESIDENTE,912034
35,2018,AL,2,17,PRESIDENTE,610093
36,2018,AL,2,95,PRESIDENTE,25919
37,2018,AL,2,96,PRESIDENTE,96413
38,2018,AM,1,12,PRESIDENTE,138997
39,2018,AM,1,13,PRESIDENTE,746998
40,2018,AM,1,15,PRESIDENTE,23420
41,2018,AM,1,16,PRESIDENTE,835
42,2018,AM,1,17,PRESIDENTE,805902
43,2018,AM,1,18,PRESIDENTE,29196
44,2018,AM,1,19,PRESIDENTE,8589
45,2018,AM,1,27,PRESIDENTE,1091
46,2018,AM,1,30,PRESIDENTE,26888
47,2018,AM,1,45,PRESIDENTE,29190
48,2018,AM,1,50,PRESIDENTE,11090
49,2018,AM,1,51,PRESIDENTE,31107
50,2018,AM,1,54,PRESIDENTE,288
51,2018,AM,1,95,PRESIDENTE,29010
52,2018,AM,1,96,PRESIDENTE,76277
53,2018,AM,2,13,PRESIDENTE,875845
54,2018,AM,2,17,PRESIDENTE,885401
55,2018,AM,2,95,PRESIDENTE,29353
56,2018,AM,2,96,PRESIDENTE,118680
57,2018,AP,1,12,PRESIDENTE,50553
58,2018,AP,1,13,PRESIDENTE,134287
59,2018,AP,1,15,PRESIDENTE,5611
60,2018,AP,1,16,PRESIDENTE,560
61,2018,AP,1,17,PRESIDENTE,166935
62,2018,AP,1,18,PRESIDENTE,9008
63,2018,AP,1,19,PRESIDENTE,1435
64,2018,AP,1,27,PRESIDENTE,247
65,2018,AP,1,30,PRESIDENTE,7490
66,2018,AP,1,45,PRESIDENTE,19241
67,2018,AP,1,50,PRESIDENTE,5432
68,2018,AP,1,51,PRESIDENTE,8882
69,2018,AP,1,54,PRESIDENTE,76
70,2018,AP,1,95,PRESIDENTE,4739
71,2018,AP,1,96,PRESIDENTE,12124
72,2018,AP,2,13,PRESIDENTE,183616
73,2018,AP,2,17,PRESIDENTE,185096
74,2018,AP,2,95,PRESIDENTE,6589
75,2018,AP,2,96,PRESIDENTE,19638
76,2018,BA,1,12,PRESIDENTE,693273
77,2018,BA,1,13,PRESIDENTE,4441955
78,2018,BA,1,15,PRESIDENTE,33109
79,2018,BA,1,16,PRESIDENTE,2240
80,2018,BA,1,17,PRESIDENTE,1725140
81,2018,BA,1,18,PRESIDENTE,61481
82,2018,BA,1,19,PRESIDENTE,20838
83,2018,BA,1,27,PRESIDENTE,2087
84,2018,BA,1,30,PRESIDENTE,43800
85,2018,BA,1,45,PRESIDENTE,172900
86,2018,BA,1,50,PRESIDENTE,31499
87,2018,BA,1,51,PRESIDENTE,138234
88,2018,BA,1,54,PRESIDENTE,1989
89,2018,BA,1,95,PRESIDENTE,169806
90,2018,BA,1,96,PRESIDENTE,697750
91,2018,BA,1,97,PRESIDENTE,746
92,2018,BA,2,13,PRESIDENTE,5484901
93,2018,BA,2,17,PRESIDENTE,2060382
94,2018,BA,2,95,PRESIDENTE,107203
95,2018,BA,2,96,PRESIDENTE,547841
96,2018,CE,1,12,PRESIDENTE,1998597
97,2018,CE,1,13,PRESIDENTE,1616492
98,2018,CE,1,15,PRESIDENTE,27902
99,2018,CE,1,16,PRESIDENTE,1563
100,2018,CE,1,17,PRESIDENTE,1061075
101,2018,CE,1,18,PRESIDENTE,18071
102,2018,CE,1,19,PRESIDENTE,8142
103,2018,CE,1,27,PRESIDENTE,1261
104,2018,CE,1,30,PRESIDENTE,23198
105,2018,CE,1,45,PRESIDENTE,53157
106,2018,CE,1,50,PRESIDENTE,15103
107,2018,CE,1,51,PRESIDENTE,54786
108,2018,CE,1,54,PRESIDENTE,808
109,2018,CE,1,95,PRESIDENTE,111881
110,2018,CE,1,96,PRESIDENTE,252676
111,2018,CE,2,13,PRESIDENTE,3407526
112,2018,CE,2,17,PRESIDENTE,1384591
113,2018,CE,2,95,PRESIDENTE,78178
114,2018,CE,2,96,PRESIDENTE,288048
115,2018,DF,1,12,PRESIDENTE,266272
116,2018,DF,1,13,PRESIDENTE,190508
117,2018,DF,1,15,PRESIDENTE,26939
118,2018,DF,1,16,PRESIDENTE,908
119,2018,DF,1,17,PRESIDENTE,936494
120,2018,DF,1,18,PRESIDENTE,32115
121,2018,DF,1,19,PRESIDENTE,11138
122,2018,DF,1,27,PRESIDENTE,822
123,2018,DF,1,30,PRESIDENTE,44879
124,2018,DF,1,45,PRESIDENTE,53640
125,2018,DF,1,50,PRESIDENTE,13177
126,2018,DF,1,51,PRESIDENTE,26925
127,2018,DF,1,54,PRESIDENTE,700
128,2018,DF,1,95,PRESIDENTE,31995
129,2018,DF,1,96,PRESIDENTE,59212
130,2018,DF,2,13,PRESIDENTE,463340
131,2018,DF,2,17,PRESIDENTE,1080411
132,2018,DF,2,95,PRESIDENTE,44657
133,2018,DF,2,96,PRESIDENTE,102988
134,2018,ES,1,12,PRESIDENTE,195553
135,2018,ES,1,13,PRESIDENTE,495868
136,2018,ES,1,15,PRESIDENTE,22232
137,2018,ES,1,16,PRESIDENTE,711
138,2018,ES,1,17,PRESIDENTE,1122131
139,2018,ES,1,18,PRESIDENTE,26529
140,2018,ES,1,19,PRESIDENTE,11352
141,2018,ES,1,27,PRESIDENTE,792
142,2018,ES,1,30,PRESIDENTE,44306
143,2018,ES,1,45,PRESIDENTE,79049
144,2018,ES,1,50,PRESIDENTE,8358
145,2018,ES,1,51,PRESIDENTE,41734
146,2018,ES,1,54,PRESIDENTE,533
147,2018,ES,1,95,PRESIDENTE,61910
148,2018,ES,1,96,PRESIDENTE,113201
149,2018,ES,2,13,PRESIDENTE,747768
150,2018,ES,2,17,PRESIDENTE,1276611
151,2018,ES,2,95,PRESIDENTE,51580
152,2018,ES,2,96,PRESIDENTE,102536
153,2018,GO,1,12,PRESIDENTE,280864
154,2018,GO,1,13,PRESIDENTE,713535
155,2018,GO,1,15,PRESIDENTE,90778
156,2018,GO,1,16,PRESIDENTE,1011
157,2018,GO,1,17,PRESIDENTE,1868686
158,2018,GO,1,18,PRESIDENTE,28783
159,2018,GO,1,19,PRESIDENTE,15628
160,2018,GO,1,27,PRESIDENTE,1291
161,2018,GO,1,30,PRESIDENTE,70023
162,2018,GO,1,45,PRESIDENTE,146440
163,2018,GO,1,50,PRESIDENTE,13806
164,2018,GO,1,51,PRESIDENTE,33349
165,2018,GO,1,54,PRESIDENTE,595
166,2018,GO,1,95,PRESIDENTE,81276
167,2018,GO,1,96,PRESIDENTE,208869
168,2018,GO,2,13,PRESIDENTE,1118060
169,2018,GO,2,17,PRESIDENTE,2124739
170,2018,GO,2,95,PRESIDENTE,59568
171,2018,GO,2,96,PRESIDENTE,189457
172,2018,MA,1,12,PRESIDENTE,282472
173,2018,MA,1,13,PRESIDENTE,2062638
174,2018,MA,1,15,PRESIDENTE,52214
175,2018,MA,1,16,PRESIDENTE,2842
176,2018,MA,1,17,PRESIDENTE,817531
177,2018,MA,1,18,PRESIDENTE,23635
178,2018,MA,1,19,PRESIDENTE,6320
179,2018,MA,1,27,PRESIDENTE,776
180,2018,MA,1,30,PRESIDENTE,17233
181,2018,MA,1,45,PRESIDENTE,50654
182,2018,MA,1,50,PRESIDENTE,16016
183,2018,MA,1,51,PRESIDENTE,34204
184,2018,MA,1,54,PRESIDENTE,412
185,2018,MA,1,95,PRESIDENTE,60409
186,2018,MA,1,96,PRESIDENTE,177960
187,2018,MA,2,13,PRESIDENTE,2428913
188,2018,MA,2,17,PRESIDENTE,886565
189,2018,MA,2,95,PRESIDENTE,42274
190,2018,MA,2,96,PRESIDENTE,119765
191,2018,MG,1,12,PRESIDENTE,1278819
192,2018,MG,1,13,PRESIDENTE,3037957
193,2018,MG,1,15,PRESIDENTE,111999
194,2018,MG,1,16,PRESIDENTE,6160
195,2018,MG,1,17,PRESIDENTE,5308047
196,2018,MG,1,18,PRESIDENTE,97410
197,2018,MG,1,19,PRESIDENTE,46716
198,2018,MG,1,27,PRESIDENTE,3643
199,2018,MG,1,30,PRESIDENTE,426334
200,2018,MG,1,45,PRESIDENTE,506590
201,2018,MG,1,50,PRESIDENTE,50587
202,2018,MG,1,51,PRESIDENTE,110054
203,2018,MG,1,54,PRESIDENTE,3398
204,2018,MG,1,95,PRESIDENTE,381959
205,2018,MG,1,96,PRESIDENTE,845008
206,2018,MG,2,13,PRESIDENTE,4382952
207,2018,MG,2,17,PRESIDENTE,6100107
208,2018,MG,2,95,PRESIDENTE,309049
209,2018,MG,2,96,PRESIDENTE,1275394
210,2018,MS,1,12,PRESIDENTE,112296
211,2018,MS,1,13,PRESIDENTE,333407
212,2018,MS,1,15,PRESIDENTE,18154
213,2018,MS,1,16,PRESIDENTE,623
214,2018,MS,1,17,PRESIDENTE,769116
215,2018,MS,1,18,PRESIDENTE,12279
216,2018,MS,1,19,PRESIDENTE,12527
217,2018,MS,1,27,PRESIDENTE,325
218,2018,MS,1,30,PRESIDENTE,26491
219,2018,MS,1,45,PRESIDENTE,90897
220,2018,MS,1,50,PRESIDENTE,6174
221,2018,MS,1,51,PRESIDENTE,14337
222,2018,MS,1,54,PRESIDENTE,319
223,2018,MS,1,95,PRESIDENTE,30951
224,2018,MS,1,96,PRESIDENTE,51412
225,2018,MS,2,13,PRESIDENTE,465025
226,2018,MS,2,17,PRESIDENTE,872049
227,2018,MS,2,95,PRESIDENTE,27014
228,2018,MS,2,96,PRESIDENTE,85889
229,2018,MT,1,12,PRESIDENTE,91344
230,2018,MT,1,13,PRESIDENTE,404604
231,2018,MT,1,15,PRESIDENTE,16735
232,2018,MT,1,16,PRESIDENTE,610
233,2018,MT,1,17,PRESIDENTE,981119
234,2018,MT,1,18,PRESIDENTE,12487
235,2018,MT,1,19,PRESIDENTE,13086
236,2018,MT,1,27,PRESIDENTE,598
237,2018,MT,1,30,PRESIDENTE,25971
238,2018,MT,1,45,PRESIDENTE,67498
239,2018,MT,1,50,PRESIDENTE,6858
240,2018,MT,1,51,PRESIDENTE,12907
241,2018,MT,1,54,PRESIDENTE,319
242,2018,MT,1,95,PRESIDENTE,33540
243,2018,MT,1,96,PRESIDENTE,90262
244,2018,MT,2,13,PRESIDENTE,549001
245,2018,MT,2,17,PRESIDENTE,1085824
246,2018,MT,2,95,PRESIDENTE,23071
247,2018,MT,2,96,PRESIDENTE,60981
248,2018,PA,1,12,PRESIDENTE,415593
249,2018,PA,1,13,PRESIDENTE,1714822
250,2018,PA,1,15,PRESIDENTE,100724
251,2018,PA,1,16,PRESIDENTE,2391
252,2018,PA,1,17,PRESIDENTE,1499294
253,2018,PA,1,18,PRESIDENTE,53682
254,2018,PA,1,19,PRESIDENTE,12407
255,2018,PA,1,27,PRESIDENTE,1413
256,2018,PA,1,30,PRESIDENTE,28314
257,2018,PA,1,45,PRESIDENTE,229122
258,2018,PA,1,50,PRESIDENTE,32417
259,2018,PA,1,51,PRESIDENTE,51547
260,2018,PA,1,54,PRESIDENTE,1009
261,2018,PA,1,95,PRESIDENTE,70590
262,2018,PA,1,96,PRESIDENTE,188473
263,2018,PA,2,13,PRESIDENTE,2112769
264,2018,PA,2,17,PRESIDENTE,1742188
265,2018,PA,2,95,PRESIDENTE,60908
266,2018,PA,2,96,PRESIDENTE,302178
267,2018,PB,1,12,PRESIDENTE,362775
268,2018,PB,1,13,PRESIDENTE,984398
269,2018,PB,1,15,PRESIDENTE,21900
270,2018,PB,1,16,PRESIDENTE,819
271,2018,PB,1,17,PRESIDENTE,677718
272,2018,PB,1,18,PRESIDENTE,12508
273,2018,PB,1,19,PRESIDENTE,6078
274,2018,PB,1,27,PRESIDENTE,526
275,2018,PB,1,30,PRESIDENTE,16859
276,2018,PB,1,45,PRESIDENTE,51334
277,2018,PB,1,50,PRESIDENTE,6901
278,2018,PB,1,51,PRESIDENTE,23280
279,2018,PB,1,54,PRESIDENTE,448
280,2018,PB,1,95,PRESIDENTE,67039
281,2018,PB,1,96,PRESIDENTE,204291
282,2018,PB,2,13,PRESIDENTE,1451293
283,2018,PB,2,17,PRESIDENTE,782143
284,2018,PB,2,95,PRESIDENTE,36933
285,2018,PB,2,96,PRESIDENTE,136900
286,2018,PE,1,12,PRESIDENTE,640860
287,2018,PE,1,13,PRESIDENTE,2309104
288,2018,PE,1,15,PRESIDENTE,32088
289,2018,PE,1,16,PRESIDENTE,2021
290,2018,PE,1,17,PRESIDENTE,1444685
291,2018,PE,1,18,PRESIDENTE,46524
292,2018,PE,1,19,PRESIDENTE,9853
293,2018,PE,1,27,PRESIDENTE,1046
294,2018,PE,1,30,PRESIDENTE,46153
295,2018,PE,1,45,PRESIDENTE,77987
296,2018,PE,1,50,PRESIDENTE,20688
297,2018,PE,1,51,PRESIDENTE,93330
298,2018,PE,1,54,PRESIDENTE,877
299,2018,PE,1,95,PRESIDENTE,153557
300,2018,PE,1,96,PRESIDENTE,514413
301,2018,PE,2,13,PRESIDENTE,3297944
302,2018,PE,2,17,PRESIDENTE,1661163
303,2018,PE,2,95,PRESIDENTE,76515
304,2018,PE,2,96,PRESIDENTE,341822
305,2018,PI,1,12,PRESIDENTE,211240
306,2018,PI,1,13,PRESIDENTE,1172147
307,2018,PI,1,15,PRESIDENTE,16761
308,2018,PI,1,16,PRESIDENTE,850
309,2018,PI,1,17,PRESIDENTE,346944
310,2018,PI,1,18,PRESIDENTE,13313
311,2018,PI,1,19,PRESIDENTE,5218
312,2018,PI,1,27,PRESIDENTE,551
313,2018,PI,1,30,PRESIDENTE,15308
314,2018,PI,1,45,PRESIDENTE,47974
315,2018,PI,1,50,PRESIDENTE,6145
316,2018,PI,1,51,PRESIDENTE,12212
317,2018,PI,1,54,PRESIDENTE,280
318,2018,PI,1,95,PRESIDENTE,32809
319,2018,PI,1,96,PRESIDENTE,116180
320,2018,PI,2,13,PRESIDENTE,1417113
321,2018,PI,2,17,PRESIDENTE,422095
322,2018,PI,2,95,PRESIDENTE,20914
323,2018,PI,2,96,PRESIDENTE,86849
324,2018,PR,1,12,PRESIDENTE,510541
325,2018,PR,1,13,PRESIDENTE,1210974
326,2018,PR,1,15,PRESIDENTE,73795
327,2018,PR,1,16,PRESIDENTE,2246
328,2018,PR,1,17,PRESIDENTE,3496448
329,2018,PR,1,18,PRESIDENTE,47335
330,2018,PR,1,19,PRESIDENTE,322416
331,2018,PR,1,27,PRESIDENTE,1582
332,2018,PR,1,30,PRESIDENTE,190686
333,2018,PR,1,45,PRESIDENTE,220744
334,2018,PR,1,50,PRESIDENTE,27091
335,2018,PR,1,51,PRESIDENTE,39955
336,2018,PR,1,54,PRESIDENTE,1876
337,2018,PR,1,95,PRESIDENTE,165991
338,2018,PR,1,96,PRESIDENTE,308785
339,2018,PR,2,13,PRESIDENTE,1948790
340,2018,PR,2,17,PRESIDENTE,4224416
341,2018,PR,2,95,PRESIDENTE,132345
342,2018,PR,2,96,PRESIDENTE,290303
343,2018,RJ,1,12,PRESIDENTE,1300292
344,2018,RJ,1,13,PRESIDENTE,1255425
345,2018,RJ,1,15,PRESIDENTE,77333
346,2018,RJ,1,16,PRESIDENTE,6005
347,2018,RJ,1,17,PRESIDENTE,5107735
348,2018,RJ,1,18,PRESIDENTE,130794
349,2018,RJ,1,19,PRESIDENTE,41544
350,2018,RJ,1,27,PRESIDENTE,4636
351,2018,RJ,1,30,PRESIDENTE,139208
352,2018,RJ,1,45,PRESIDENTE,208325
353,2018,RJ,1,50,PRESIDENTE,57846
354,2018,RJ,1,51,PRESIDENTE,211444
355,2018,RJ,1,54,PRESIDENTE,2806
356,2018,RJ,1,95,PRESIDENTE,282605
357,2018,RJ,1,96,PRESIDENTE,653582
358,2018,RJ,2,13,PRESIDENTE,2673386
359,2018,RJ,2,17,PRESIDENTE,5669059
360,2018,RJ,2,95,PRESIDENTE,219829
361,2018,RJ,2,96,PRESIDENTE,859238
362,2018,RN,1,12,PRESIDENTE,399766
363,2018,RN,1,13,PRESIDENTE,738165
364,2018,RN,1,15,PRESIDENTE,11480
365,2018,RN,1,16,PRESIDENTE,1034
366,2018,RN,1,17,PRESIDENTE,541448
367,2018,RN,1,18,PRESIDENTE,10690
368,2018,RN,1,19,PRESIDENTE,5148
369,2018,RN,1,27,PRESIDENTE,486
370,2018,RN,1,30,PRESIDENTE,15570
371,2018,RN,1,45,PRESIDENTE,40405
372,2018,RN,1,50,PRESIDENTE,6975
373,2018,RN,1,51,PRESIDENTE,20575
374,2018,RN,1,54,PRESIDENTE,511
375,2018,RN,1,95,PRESIDENTE,44605
376,2018,RN,1,96,PRESIDENTE,130877
377,2018,RN,2,13,PRESIDENTE,1131027
378,2018,RN,2,17,PRESIDENTE,652562
379,2018,RN,2,95,PRESIDENTE,29990
380,2018,RN,2,96,PRESIDENTE,129752
381,2018,RO,1,12,PRESIDENTE,52118
382,2018,RO,1,13,PRESIDENTE,176107
383,2018,RO,1,15,PRESIDENTE,12829
384,2018,RO,1,16,PRESIDENTE,464
385,2018,RO,1,17,PRESIDENTE,538311
386,2018,RO,1,18,PRESIDENTE,7351
387,2018,RO,1,19,PRESIDENTE,8738
388,2018,RO,1,27,PRESIDENTE,272
389,2018,RO,1,30,PRESIDENTE,16329
390,2018,RO,1,45,PRESIDENTE,37048
391,2018,RO,1,50,PRESIDENTE,5368
392,2018,RO,1,51,PRESIDENTE,9816
393,2018,RO,1,54,PRESIDENTE,150
394,2018,RO,1,95,PRESIDENTE,15329
395,2018,RO,1,96,PRESIDENTE,33110
396,2018,RO,2,13,PRESIDENTE,229343
397,2018,RO,2,17,PRESIDENTE,594968
398,2018,RO,2,95,PRESIDENTE,13856
399,2018,RO,2,96,PRESIDENTE,44054
400,2018,RR,1,12,PRESIDENTE,14838
401,2018,RR,1,13,PRESIDENTE,49406
402,2018,RR,1,15,PRESIDENTE,3426
403,2018,RR,1,16,PRESIDENTE,146
404,2018,RR,1,17,PRESIDENTE,174306
405,2018,RR,1,18,PRESIDENTE,4098
406,2018,RR,1,19,PRESIDENTE,1472
407,2018,RR,1,27,PRESIDENTE,116
408,2018,RR,1,30,PRESIDENTE,4309
409,2018,RR,1,45,PRESIDENTE,19231
410,2018,RR,1,50,PRESIDENTE,2443
411,2018,RR,1,51,PRESIDENTE,2928
412,2018,RR,1,54,PRESIDENTE,69
413,2018,RR,1,95,PRESIDENTE,2833
414,2018,RR,1,96,PRESIDENTE,7529
415,2018,RR,2,13,PRESIDENTE,72872
416,2018,RR,2,17,PRESIDENTE,183268
417,2018,RR,2,95,PRESIDENTE,3700
418,2018,RR,2,96,PRESIDENTE,10811
419,2018,RS,1,12,PRESIDENTE,724429
420,2018,RS,1,13,PRESIDENTE,1453291
421,2018,RS,1,15,PRESIDENTE,124713
422,2018,RS,1,16,PRESIDENTE,3086
423,2018,RS,1,17,PRESIDENTE,3353623
424,2018,RS,1,18,PRESIDENTE,50007
425,2018,RS,1,19,PRESIDENTE,44890
426,2018,RS,1,27,PRESIDENTE,1525
427,2018,RS,1,30,PRESIDENTE,186087
428,2018,RS,1,45,PRESIDENTE,350800
429,2018,RS,1,50,PRESIDENTE,41736
430,2018,RS,1,51,PRESIDENTE,35458
431,2018,RS,1,54,PRESIDENTE,2791
432,2018,RS,1,95,PRESIDENTE,235396
433,2018,RS,1,96,PRESIDENTE,230716
434,2018,RS,2,13,PRESIDENTE,2263171
435,2018,RS,2,17,PRESIDENTE,3893737
436,2018,RS,2,95,PRESIDENTE,208909
437,2018,RS,2,96,PRESIDENTE,411601
438,2018,SC,1,12,PRESIDENTE,264312
439,2018,SC,1,13,PRESIDENTE,598578
440,2018,SC,1,15,PRESIDENTE,51670
441,2018,SC,1,16,PRESIDENTE,1686
442,2018,SC,1,17,PRESIDENTE,2603665
443,2018,SC,1,18,PRESIDENTE,25813
444,2018,SC,1,19,PRESIDENTE,51771
445,2018,SC,1,27,PRESIDENTE,859
446,2018,SC,1,30,PRESIDENTE,158562
447,2018,SC,1,45,PRESIDENTE,154068
448,2018,SC,1,50,PRESIDENTE,21484
449,2018,SC,1,51,PRESIDENTE,22392
450,2018,SC,1,54,PRESIDENTE,923
451,2018,SC,1,95,PRESIDENTE,103220
452,2018,SC,1,96,PRESIDENTE,187275
453,2018,SC,2,13,PRESIDENTE,940724
454,2018,SC,2,17,PRESIDENTE,2966242
455,2018,SC,2,95,PRESIDENTE,88680
456,2018,SC,2,96,PRESIDENTE,221888
457,2018,SE,1,12,PRESIDENTE,148526
458,2018,SE,1,13,PRESIDENTE,571234
459,2018,SE,1,15,PRESIDENTE,8784
460,2018,SE,1,16,PRESIDENTE,3093
461,2018,SE,1,17,PRESIDENTE,310310
462,2018,SE,1,18,PRESIDENTE,15829
463,2018,SE,1,19,PRESIDENTE,4483
464,2018,SE,1,27,PRESIDENTE,231
465,2018,SE,1,30,PRESIDENTE,9192
466,2018,SE,1,45,PRESIDENTE,45978
467,2018,SE,1,50,PRESIDENTE,7934
468,2018,SE,1,51,PRESIDENTE,14069
469,2018,SE,1,54,PRESIDENTE,717
470,2018,SE,1,95,PRESIDENTE,32124
471,2018,SE,1,96,PRESIDENTE,107796
472,2018,SE,2,13,PRESIDENTE,759061
473,2018,SE,2,17,PRESIDENTE,364860
474,2018,SE,2,95,PRESIDENTE,21087
475,2018,SE,2,96,PRESIDENTE,119746
476,2018,SP,1,12,PRESIDENTE,2650440
477,2018,SP,1,13,PRESIDENTE,3833982
478,2018,SP,1,15,PRESIDENTE,267725
479,2018,SP,1,16,PRESIDENTE,12434
480,2018,SP,1,17,PRESIDENTE,12378012
481,2018,SP,1,18,PRESIDENTE,262050
482,2018,SP,1,19,PRESIDENTE,177949
483,2018,SP,1,27,PRESIDENTE,14462
484,2018,SP,1,30,PRESIDENTE,1062118
485,2018,SP,1,45,PRESIDENTE,2224049
486,2018,SP,1,50,PRESIDENTE,187451
487,2018,SP,1,51,PRESIDENTE,274672
488,2018,SP,1,54,PRESIDENTE,7435
489,2018,SP,1,95,PRESIDENTE,837211
490,2018,SP,1,96,PRESIDENTE,1740759
491,2018,SP,2,13,PRESIDENTE,7212132
492,2018,SP,2,17,PRESIDENTE,15306023
493,2018,SP,2,95,PRESIDENTE,746949
494,2018,SP,2,96,PRESIDENTE,2581039
495,2018,TO,1,12,PRESIDENTE,54262
496,2018,TO,1,13,PRESIDENTE,311212
497,2018,TO,1,15,PRESIDENTE,5324
498,2018,TO,1,16,PRESIDENTE,251
499,2018,TO,1,17,PRESIDENTE,337782
500,2018,TO,1,18,PRESIDENTE,7229
501,2018,TO,1,19,PRESIDENTE,2471
502,2018,TO,1,27,PRESIDENTE,242
503,2018,TO,1,30,PRESIDENTE,7113
504,2018,TO,1,45,PRESIDENTE,21666
505,2018,TO,1,50,PRESIDENTE,2764
506,2018,TO,1,51,PRESIDENTE,6284
507,2018,TO,1,54,PRESIDENTE,160
508,2018,TO,1,95,PRESIDENTE,8915
509,2018,TO,1,96,PRESIDENTE,65924
510,2018,TO,2,13,PRESIDENTE,371593
511,2018,TO,2,17,PRESIDENTE,356684
512,2018,TO,2,95,PRESIDENTE,7688
513,2018,TO,2,96,PRESIDENTE,45111
514,2018,ZZ,1,12,PRESIDENTE,27991
515,2018,ZZ,1,13,PRESIDENTE,19485
516,2018,ZZ,1,15,PRESIDENTE,947
517,2018,ZZ,1,16,PRESIDENTE,349
518,2018,ZZ,1,17,PRESIDENTE,113382
519,2018,ZZ,1,18,PRESIDENTE,4953
520,2018,ZZ,1,19,PRESIDENTE,2728
521,2018,ZZ,1,27,PRESIDENTE,178
522,2018,ZZ,1,30,PRESIDENTE,13604
523,2018,ZZ,1,45,PRESIDENTE,6648
524,2018,ZZ,1,50,PRESIDENTE,1271
525,2018,ZZ,1,51,PRESIDENTE,1171
526,2018,ZZ,1,54,PRESIDENTE,152
527,2018,ZZ,1,95,PRESIDENTE,5042
528,2018,ZZ,1,96,PRESIDENTE,4334
529,2018,ZZ,2,13,PRESIDENTE,53599
530,2018,ZZ,2,17,PRESIDENTE,131301
531,2018,ZZ,2,95,PRESIDENTE,7233
532,2018,ZZ,2,96,PRESIDENTE,8500
